title;rating;address;metro;avg_check;breakfast;business_lunch;deleviry;parking;catering;banquets;telephone;site;restaurant_type;open_hours;positive_reviews;negative_reviews
Графские пруды;1 отзыв;Москва, дер. Каменка, КП «Графские пруды», Парковая, 2;[];700–1700 ₽;Есть;Нет;Нет;Есть;Нет;Есть;+7 915 309 15 45;http://grafclub.ru;['Европейская кухня'];10:00 до 22:00;1;0
Лампа Lounge;0;Москва, 71-й км МКАД, ТРЦ «Вэйпарк», 1 этаж;['Митино', 'Планерная', 'Сходненская'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 967 123 42 33;Нет;['Паровые коктейли', 'Бары'];10:00 до 03:00;0;0
Колбасный цех;0;Москва, Ходынский б-р, 4, ТРЦ «Авиапарк», 4 этаж;['ЦСКА'];1700–3000 ₽;Есть;Нет;Есть;Есть;Нет;Нет;+7 (499) 608 09 96;http://www.novikovgroup.ru/restaurants/detail/kolbasnyy-tsekh;['Европейская кухня', 'Паста', 'Пицца', 'Стейки'];10:00 до 23:00;0;0
Wine Express;0;Москва, пл. Тверская Застава, 7, в здании Белорусского вокзала, подъезд 2;['Белорусская'];700–1700 ₽;Есть;Нет;Нет;Есть;Нет;Нет;+7 (499) 651 99 30;Сайт;['Европейская кухня', 'Сэндвичи', 'Винотеки', 'Кафе'];08:00 до 23:00;0;0
Mukuzani;0;Москва, пл. Европы, 2, гостиница «Radisson Славянская»;['Киевская'];1700–3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (495) 941 87 10;http://mukuzani-rest.ru;['Грузинская кухня', 'Европейская кухня', 'Паровые коктейли', 'Хачапури', 'Шашлыки', 'Бары', 'Винотеки', 'Спортбары', 'Веранды'];12:00 до 00:00;0;0
Атлас;0;Москва, Домодедовский р-н, дер. Судаково, 92, парк-отель Atlas;[];1700–3000 ₽;Есть;Нет;Нет;Есть;Нет;Есть;+7 (495) 645 25 25;http://www.atlas-hotel.ru;['Европейская кухня', 'Русская кухня', 'Кафе'];07:00 до 00:00;0;0
Суши-сет;0;Москва, пос. Шаховская, 1-я Советская, 33;[];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 150 55 22;Сайт;['Суши', 'Японская кухня', 'Фастфуд'];10:00 до 23:00;0;0
Coffee Brain;0;Москва, Дмитрия Ульянова, 5;['Академическая'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;http://coffeebrain-coffee-shop.business.site;['Кофейни'];08:00 до 20:00;0;0
Malatan;0;Москва, Рождественский б-р, 1, Центральный рынок, 2 этаж;['Цветной бульвар', 'Трубная'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;Нет;Нет;['Китайская кухня'];10:00 до 23:00;0;0
Street Brisket;0;Москва, Вавилова, 64/1, стр. 1, Черемушкинский рынок;['Университет', 'Профсоюзная'];До 700 ₽;Есть;Есть;Есть;Есть;Нет;Нет;+7 963 616 67 23;http://brisket.store;['Американская кухня', 'Сэндвичи', 'Кафе', 'Стритфуд', 'Фастфуд'];10:00 до 22:00;0;0
Камин;0;Москва, М.Сухаревская пл., 2/4;['Сухаревская'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 916 718 44 76;Нет;['Бары', 'Коктейльная карта'];20:00 до 02:00;0;0
Арго;0;Москва, Дмитровское ш., 72;['Верхние Лихоборы'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Есть;+7 (499) 487 92 73;Нет;['Грузинская кухня', 'Европейская кухня', 'Паста', 'Хачапури', 'Хинкали', 'Шашлыки', 'Живая музыка'];12:00 до 22:00;0;0
1-я креветочная;0;Москва, Тимура Фрунзе, 11, стр. 13, ДК «Красная роза», БЦ «Савин»;['Парк культуры'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 903 549 51 51;http://firstshrimp.ru;['Европейская кухня', 'Средиземноморская кухня', 'Кафе'];09:00 до 23:00;0;0
The Pivo;0;Москва, Б.Тульская, 13, ТРЦ «Ереван-плаза»;['Тульская'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 845 08 88;Сайт;['Европейская кухня', 'Пицца', 'Бары', 'Пивные рестораны'];12:00 до 23:00;0;0
Креветочная;0;Москва, Рождественский б-р, 1, Центральный рынок;['Цветной бульвар', 'Трубная'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 925 670 99 42;Нет;['Европейская кухня', 'Паназиатская кухня', 'Кафе', 'Рыба и морепродукты', 'Стритфуд'];10:00 до 00:00;0;0
Злачное место;0;Москва, Руставели, 15;['Бутырская'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 618 60 07;http://zlachnoepub.ru;['Европейская кухня', 'Мексиканская кухня', 'Бары', 'Пабы'];12:00 до 23:00;0;0
Шоколадница;0;Москва, Ярцевская, 19, МФК «Кунцево-плаза»;['Молодежная'];700–1700 ₽;Есть;Есть;Есть;Есть;Нет;Нет;+7 915 492 18 84;http://www.shoko.ru;['Блины', 'Европейская кухня', 'Паста', 'Сэндвичи', 'Кондитерские', 'Кофейни'];09:00 до 22:00;0;0
Пицца Паоло;0;Москва, пр. Одоевского, 11, корп. 7, супермаркет «Пятерочка»;['Ясенево'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (499) 553 00 40;Сайт;['Итальянская кухня', 'Пицца', 'Кафе', 'Фастфуд'];09:45 до 21:45;0;0
Donutto;0;Москва, просп. Андропова, 1, парк «Остров мечты»;[];Нет;Нет;Нет;Есть;Есть;Нет;Нет;+7 916 413 61 47;http://donuttocafe.ru;['Кондитерские', 'Кофейни'];10:00 до 22:00;0;0
Шоколадница;0;Москва, Новоясеневский просп., 1, ТРЦ «Спектр»;['Теплый Стан'];700–1700 ₽;Есть;Есть;Есть;Есть;Нет;Нет;+7 916 669 14 24;http://shoko.ru;['Блины', 'Европейская кухня', 'Паста', 'Сэндвичи', 'Кондитерские', 'Кофейни'];09:00 до 22:00;0;0
Суши Store;0;Москва, В.Масловка, 21;['Динамо', 'Петровский парк'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 230 00 00 (единая справочная);http://sushistore.ru;['Вок', 'Суши', 'Японская кухня', 'Фастфуд'];09:00 до 23:00;0;0
Coffee In;0;Москва, Рязанский просп., 75, стр. 1;['Рязанский проспект'];Нет;Нет;Нет;Нет;Есть;Нет;Нет;+7 800 777 38 05;Нет;['Кофейни'];08:00 до 20:00;0;0
Буше;0;Москва, просп. Мира, 211, ТРК Europolis;['Ботанический сад', 'Ростокино'];700–1700 ₽;Есть;Нет;Есть;Есть;Нет;Нет;+7 (495) 640 60 06;Сайт;['Бургеры', 'Европейская кухня', 'Паста', 'Сэндвичи', 'Торты на заказ', 'Кондитерские', 'Пекарни'];10:00 до 22:00;0;0
Erwin. Река;0;Москва, наб. Тараса Шевченко, причал «Гостиница «Украина»;['Киевская'];1700–3000 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 985 441 68 44;http://rekamoreokean.ru/erwin-reka;['Европейская кухня', 'Русская кухня', 'Рыба и морепродукты', 'Рестораны у воды', 'Веранды'];12:00 до 01:00;0;0
Tapas & Avocado Bar;0;Москва, Вятская, 27, корп. 7, БП «Фактория»;['Савеловская'];700–1700 ₽;Нет;Есть;Есть;Есть;Есть;Нет;Нет;Нет;['Испанская кухня', 'Бары'];11:00 до 21:00;0;0
Квартиранты;0;Москва, Никулинская, 8, корп. 2;['Юго-Западная', 'Озерная'];700–1700 ₽;Есть;Нет;Нет;Есть;Нет;Нет;+7 936 222 82 82;http://kvartiranty.clients.site;['Европейская кухня', 'Кафе'];10:00 до 23:00;0;0
Шаурма & Гриль;0;Москва, Мусы Джалиля, 15, стр. 2;['Шипиловская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 916 113 53 56;Нет;['Арабская кухня', 'Турецкая кухня', 'Кафе', 'Фастфуд'];10:00 до 22:00;0;0
I Do the Kitchen;0;Москва, Волоколамское ш., 71, корп. 1;['Тушинская', 'Спартак'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Есть;+7 995 505 71 71;http://idocafe.ru;['Европейская кухня', 'Русская кухня', 'Кафе'];08:00 до 00:00;0;0
Isola;0;Москва, Ярцевская, 19, МФК «Кунцево-плаза», 5 этаж;['Молодежная'];1700–3000 ₽;Нет;Есть;Нет;Есть;Нет;Есть;+7 (495) 937 27 44;http://www.isolarestoran.ru;['Бургеры', 'Европейская кухня', 'Итальянская кухня', 'Паста', 'Пицца', 'Стейки', 'Торты на заказ', 'Бары', 'Кондитерские'];12:00 до 23:00;0;0
GG Grill;0;Москва, 1-й Лучевой просек, 1, стр. 2а, парк «Сокольники»;['Сокольники'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 962 999 19 90;http://gg-grill.ru;['Бургеры', 'Европейская кухня', 'Паровые коктейли', 'Пицца', 'Шашлыки'];11:00 до 23:00;0;0
Шикари;0;Москва, Хорошевское ш., 27, ТРЦ «Хорошо!», 4 этаж;['Полежаевская', 'Хорошево', 'Хорошевская'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (495) 105 93 24;Сайт;['Вок', 'Паназиатская кухня', 'Суши', 'Японская кухня'];10:00 до 22:00;0;0
Руки вверх!;0;Москва, Митинская, 40, ТЦ «Митино»;['Митино'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (495) 926 26 10;http://mitino.rvbar.ru;['Бургеры', 'Европейская кухня', 'Паста', 'Русская кухня', 'Бары', 'Живая музыка', 'Караоке'];12:00 до 06:00;0;0
Signature Art;1 отзыв;Москва, Котельническая наб., 1/15, корп. В;['Таганская', 'Китай-город', 'Марксистская'];Больше 3000 ₽;Есть;Нет;Нет;Есть;Нет;Нет;+7 989 077 70 07;http://signature-art.clients.site;['Европейская кухня'];08:00 до 00:00;1;0
Phở bò;1 отзыв;Москва, 41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан», 1 этаж;['Теплый Стан', 'Ясенево'];До 700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 901 332 93 99;http://vietcafe.com;['Вьетнамская кухня', 'Кафе', 'Фастфуд'];10:00 до 00:00;0;1
Hookah Place Arbat;0;Москва, Арбат, 4, стр. 1;['Арбатская'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 915 432 44 54;http://msk.hookahplace.ru;['Паровые коктейли', 'Бары'];Время работы не указан;0;0
Coffeeshop Company;0;Москва, Кутузовский просп., 57, ТРЦ «Океания»;['Славянский бульвар'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 915 060 21 09;http://www.coffeeshopcompany.ru;['Европейская кухня', 'Кофейни'];10:00 до 23:00;0;0
Оранжерея;0;Москва, Багратионовский пр., 7, корп. 20а;['Багратионовская'];До 700 ₽;Есть;Есть;Есть;Есть;Нет;Нет;+7 965 422 32 32;http://www.orangy.ru;['Европейская кухня', 'Итальянская кухня', 'Пицца', 'Русская кухня', 'Суши', 'Узбекская кухня', 'Японская кухня', 'Кафе'];09:00 до 23:00;0;0
Принц;0;Москва, Новоясеневский просп., 46;['Битцевский парк'];700–1700 ₽;Нет;Есть;Есть;Нет;Нет;Есть;+7 (495) 426 97 89;Сайт;['Грузинская кухня', 'Европейская кухня', 'Русская кухня', 'Шашлыки', 'Кафе'];11:00 до 01:00;0;0
Казачок;0;Москва, 41-й км трассы М2, дер. Александровка, загородный клуб «Айвенго»;[];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (495) 598 57 16;http://www.aivengo.su;['Европейская кухня', 'Пельмени', 'Украинская кухня', 'Веранды'];11:00 до 23:00;0;0
